Child's First Name,TotalCount,Gender,Year of Birth
Malachi,56,MALE,2016
Timothy,56,MALE,2016
Leon,56,MALE,2016
Louis,56,MALE,2016
Paul,56,MALE,2013
Simon,56,MALE,2013
Diego,56,MALE,2017
Bryce,56,MALE,2017
Greyson,56,MALE,2017
Damian,56,MALE,2017
Erick,56,MALE,2018
Lorenzo,56,MALE,2018
Israel,56,MALE,2018
Avraham,56,MALE,2018
Peter,56,MALE,2015
Elliot,56,MALE,2015
Jasper,56,MALE,2015
Wesley,56,MALE,2015
Cairo,56,MALE,2019
Gavin,56,MALE,2019
Shaya,56,MALE,2019
Ariel,56,MALE,2011
Yitzchok,56,MALE,2011
Hunter,56,MALE,2011
Louis,56,MALE,2021
Elliot,56,MALE,2021
Legend,56,MALE,2020
Aidan,56,MALE,2020
Steven,56,MALE,2020
Stephanie,55,FEMALE,2015
Kylie,55,FEMALE,2021
Ivy,55,FEMALE,2018
Jasmine,55,FEMALE,2017
Leilani,55,FEMALE,2017
Mariam,55,FEMALE,2017
Sienna,55,FEMALE,2011
Riley,55,FEMALE,2011
Faith,55,FEMALE,2016
Baila,55,FEMALE,2016
Nina,55,FEMALE,2016
Raizy,55,FEMALE,2016
Diana,55,FEMALE,2016
Juliet,55,FEMALE,2016
Paige,55,FEMALE,2016
Sarai,55,FEMALE,2015
Amber,55,FEMALE,2015
Leila,55,FEMALE,2015
Rivky,55,FEMALE,2015
Clara,55,FEMALE,2015
Annabelle,55,FEMALE,2015
Sienna,55,FEMALE,2012
Ruby,55,FEMALE,2012
Alana,55,FEMALE,2012
Daniella,55,FEMALE,2012
Daniella,55,FEMALE,2014
Shaindy,55,FEMALE,2014
Iris,55,FEMALE,2013
Rose,55,FEMALE,2013
Gael,55,MALE,2016
Thiago,55,MALE,2016
Abdullah,55,MALE,2016
Mark,55,MALE,2013
Shmuel,55,MALE,2013
Messiah,55,MALE,2017
Rayan,55,MALE,2017
Zev,55,MALE,2017
Avraham,55,MALE,2017
Ayaan,55,MALE,2014
Erick,55,MALE,2014
Alejandro,55,MALE,2014
Roman,55,MALE,2014
Avraham,55,MALE,2014
Shlomo,55,MALE,2014
Ashton,55,MALE,2014
Mohammad,55,MALE,2018
Juan,55,MALE,2015
Micah,55,MALE,2015
Malachi,55,MALE,2012
Simon,55,MALE,2012
Leon,55,MALE,2012
Louis,55,MALE,2012
Santiago,55,MALE,2019
Edward,55,MALE,2019
Theo,55,MALE,2019
Zev,55,MALE,2019
Jaxson,55,MALE,2019
Alexis,55,MALE,2011
Levi,55,MALE,2011
Asher,55,MALE,2011
Bryce,55,MALE,2011
Emmanuel,55,MALE,2021
Zayn,55,MALE,2021
Luka,55,MALE,2021
Greyson,55,MALE,2020
Diego,55,MALE,2020
Ivan,55,MALE,2020
Autumn,54,FEMALE,2014
Allison,54,FEMALE,2021
Amira,54,FEMALE,2019
Lucy,54,FEMALE,2019
Autumn,54,FEMALE,2019
Lillian,54,FEMALE,2018
Adriana,54,FEMALE,2017
Lia,54,FEMALE,2017
Ariella,54,FEMALE,2017
Mariah,54,FEMALE,2011
Kate,54,FEMALE,2011
Madeline,54,FEMALE,2011
Juliana,54,FEMALE,2011
Isabelle,54,FEMALE,2011
Daisy,54,FEMALE,2011
Adriana,54,FEMALE,2016
Clara,54,FEMALE,2016
Toby,54,FEMALE,2016
Sadie,54,FEMALE,2016
Sydney,54,FEMALE,2015
Isla,54,FEMALE,2015
Hazel,54,FEMALE,2015
Talia,54,FEMALE,2015
Lia,54,FEMALE,2015
Ariella,54,FEMALE,2015
Leilani,54,FEMALE,2020
Mariam,54,FEMALE,2012
Lucy,54,FEMALE,2012
Adrianna,54,FEMALE,2012
Mya,54,FEMALE,2012
Amber,54,FEMALE,2012
Amina,54,FEMALE,2021
Sienna,54,FEMALE,2014
Brooke,54,FEMALE,2014
Juliana,54,FEMALE,2013
Santiago,54,MALE,2016
Prince,54,MALE,2016
Rayan,54,MALE,2016
Jasper,54,MALE,2016
Maximus,54,MALE,2016
Raymond,54,MALE,2016
Brian,54,MALE,2017
Ahmed,54,MALE,2014
Micah,54,MALE,2018
Martin,54,MALE,2018
Felix,54,MALE,2018
Shmuel,54,MALE,2018
Brayden,54,MALE,2018
Prince,54,MALE,2015
Diego,54,MALE,2015
Solomon,54,MALE,2015
Bradley,54,MALE,2015
Tristan,54,MALE,2019
Diego,54,MALE,2011
Carter,54,MALE,2011
Dominic,54,MALE,2011
Yakov,54,MALE,2021
Mendel,54,MALE,2021
Kyrie,54,MALE,2020
Lorenzo,54,MALE,2020
Yakov,54,MALE,2020
Shlomo,54,MALE,2020
Mya,53,FEMALE,2014
Kylie,53,FEMALE,2020
Amaia,53,FEMALE,2020
Lucia,53,FEMALE,2020
Harper,53,FEMALE,2020
Sury,53,FEMALE,2020
Amalia,53,FEMALE,2021
Madeline,53,FEMALE,2021
Yitty,53,FEMALE,2021
Juliet,53,FEMALE,2019
Raizy,53,FEMALE,2019
Clara,53,FEMALE,2018
Jayla,53,FEMALE,2017
Lucia,53,FEMALE,2017
Ellie,53,FEMALE,2017
Liliana,53,FEMALE,2017
Peyton,53,FEMALE,2017
Kiara,53,FEMALE,2016
Aliyah,53,FEMALE,2016
Amanda,53,FEMALE,2016
Faith,53,FEMALE,2015
Mackenzie,53,FEMALE,2015
Nora,53,FEMALE,2015
Alexis,53,FEMALE,2012
Mackenzie,53,FEMALE,2012
Natalia,53,FEMALE,2012
Destiny,53,FEMALE,2014
Maryam,53,FEMALE,2014
Juliette,53,FEMALE,2014
Lila,53,FEMALE,2014
Jennifer,53,FEMALE,2013
Luna,53,FEMALE,2013
Lia,53,FEMALE,2013
Juliet,53,FEMALE,2013
Baila,53,FEMALE,2013
Devorah,53,FEMALE,2013
Nora,53,FEMALE,2013
Rafael,53,MALE,2016
Shaya,53,MALE,2016
Leon,53,MALE,2013
Israel,53,MALE,2014
Amari,53,MALE,2018
Damian,53,MALE,2018
Alejandro,53,MALE,2018
Tzvi,53,MALE,2015
Brayden,53,MALE,2015
Shlomo,53,MALE,2012
Ezra,53,MALE,2012
Paul,53,MALE,2012
Edwin,53,MALE,2012
Dominic,53,MALE,2019
Ahmed,53,MALE,2019
Cristian,53,MALE,2011
Theodore,53,MALE,2011
Hudson,53,MALE,2011
Harrison,53,MALE,2011
Shlomo,53,MALE,2021
Kevin,53,MALE,2021
Omar,53,MALE,2020
Maxwell,53,MALE,2020
Solomon,53,MALE,2020
Amaya,52,FEMALE,2013
Celine,52,FEMALE,2020
Ivy,52,FEMALE,2020
Devorah,52,FEMALE,2020
Athena,52,FEMALE,2021
Ana,52,FEMALE,2019
Katherine,52,FEMALE,2019
Ariella,52,FEMALE,2018
Diana,52,FEMALE,2017
Caroline,52,FEMALE,2017
Yitty,52,FEMALE,2017
Taylor,52,FEMALE,2017
Violet,52,FEMALE,2011
Penelope,52,FEMALE,2011
Avery,52,FEMALE,2011
Daniela,52,FEMALE,2016
Athena,52,FEMALE,2015
Toby,52,FEMALE,2012
Raizy,52,FEMALE,2012
Ivy,52,FEMALE,2012
Leilani,52,FEMALE,2012
Gabrielle,52,FEMALE,2014
Rivky,52,FEMALE,2014
Brielle,52,FEMALE,2014
Daniela,52,FEMALE,2013
Jasmine,52,FEMALE,2020
Sabrina,52,FEMALE,2013
Alejandro,52,MALE,2016
Roman,52,MALE,2017
Elliot,52,MALE,2017
Edwin,52,MALE,2014
Grayson,52,MALE,2014
Eliezer,52,MALE,2014
Albert,52,MALE,2014
Roman,52,MALE,2018
Elliot,52,MALE,2018
Zion,52,MALE,2015
Avery,52,MALE,2015
Micah,52,MALE,2012
Brayden,52,MALE,2012
Axel,52,MALE,2012
Jaden,52,MALE,2019
Kaleb,52,MALE,2019
Josue,52,MALE,2019
Avraham,52,MALE,2019
Avery,52,MALE,2019
Israel,52,MALE,2021
Vincent,52,MALE,2021
Yaakov,52,MALE,2021
Bryan,52,MALE,2020
Yaakov,52,MALE,2020
Andres,51,MALE,2011
Natalie,51,FEMALE,2020
Toby,51,FEMALE,2020
Lia,51,FEMALE,2021
Lucia,51,FEMALE,2021
Zuri,51,FEMALE,2019
Fiona,51,FEMALE,2019
Dina,51,FEMALE,2019
Athena,51,FEMALE,2019
Leila,51,FEMALE,2018
Mariam,51,FEMALE,2018
Juliet,51,FEMALE,2017
Juliana,51,FEMALE,2017
Fatoumata,51,FEMALE,2011
Jayleen,51,FEMALE,2011
Morgan,51,FEMALE,2011
Raizy,51,FEMALE,2011
Aubrey,51,FEMALE,2011
Mackenzie,51,FEMALE,2016
Chelsea,51,FEMALE,2015
Sabrina,51,FEMALE,2015
Nina,51,FEMALE,2015
Zara,51,FEMALE,2014
Jennifer,51,FEMALE,2014
Francesca,51,FEMALE,2014
Delilah,51,FEMALE,2014
Madelyn,51,FEMALE,2013
Gabrielle,51,FEMALE,2013
Toby,51,FEMALE,2013
Ruby,51,FEMALE,2013
Annabelle,51,FEMALE,2013
Emilia,51,FEMALE,2013
Lucy,51,FEMALE,2013
Dov,51,MALE,2016
Diego,51,MALE,2013
Micah,51,MALE,2013
Colin,51,MALE,2014
Solomon,51,MALE,2014
Karter,51,MALE,2015
Simon,51,MALE,2015
Jaxon,51,MALE,2015
Matias,51,MALE,2019
Ariel,51,MALE,2019
Milo,51,MALE,2019
Mark,51,MALE,2019
Enzo,51,MALE,2019
Brian,51,MALE,2019
Raymond,51,MALE,2011
Jadiel,51,MALE,2011
Danny,51,MALE,2011
Martin,51,MALE,2011
Edward,51,MALE,2020
Amira,50,FEMALE,2020
Emely,50,FEMALE,2017
Aisha,50,FEMALE,2017
Emely,50,FEMALE,2011
Melissa,50,FEMALE,2011
Ivy,50,FEMALE,2011
Jacqueline,50,FEMALE,2011
Annabelle,50,FEMALE,2011
Angelica,50,FEMALE,2011
Stephanie,50,FEMALE,2016
Juliana,50,FEMALE,2016
Liliana,50,FEMALE,2015
Toby,50,FEMALE,2015
Brielle,50,FEMALE,2015
Rivky,50,FEMALE,2012
Lila,50,FEMALE,2012
Summer,50,FEMALE,2012
Melody,50,FEMALE,2014
Daniela,50,FEMALE,2014
Ivy,50,FEMALE,2014
Madelyn,50,FEMALE,2014
Morgan,50,FEMALE,2014
Zuri,50,FEMALE,2020
Ivy,50,FEMALE,2013
Diana,50,FEMALE,2013
Liliana,50,FEMALE,2013
Aisha,50,FEMALE,2013
Maximilian,50,MALE,2013
Jonah,50,MALE,2013
Preston,50,MALE,2013
Antonio,50,MALE,2017
Malia,50,FEMALE,2017
Wyatt,50,MALE,2017
Meir,50,MALE,2017
Aidan,50,MALE,2018
Alejandro,50,MALE,2015
Ari,50,MALE,2015
Timothy,50,MALE,2012
Mendel,50,MALE,2012
Meir,50,MALE,2012
Karter,50,MALE,2019
Diego,50,MALE,2019
Victor,50,MALE,2019
Santiago,50,MALE,2011
Israel,50,MALE,2011
Kaiden,50,MALE,2021
Jose,50,MALE,2021
Landon,50,MALE,2021
Lukas,50,MALE,2020
Jake,50,MALE,2020
Avery,50,MALE,2020
Leila,50,FEMALE,2020
Lia,50,FEMALE,2020
Autumn,50,FEMALE,2021
Sarai,50,FEMALE,2021
Claire,50,FEMALE,2021
Zara,50,FEMALE,2021
Summer,50,FEMALE,2019
Liliana,50,FEMALE,2019
Madeline,50,FEMALE,2019
Noa,50,FEMALE,2019
Daniela,50,FEMALE,2018
Talia,50,FEMALE,2018
Martin,49,MALE,2012
Felix,49,MALE,2019
Peter,49,MALE,2019
Louis,49,MALE,2019
Micah,49,MALE,2019
Santiago,49,MALE,2021
Matias,49,MALE,2021
Elian,49,MALE,2021
Peter,49,MALE,2021
Avraham,49,MALE,2021
Victor,49,MALE,2020
Marcus,49,MALE,2020
Wesley,49,MALE,2016
Madeline,49,FEMALE,2020
Aubrey,49,FEMALE,2020
Zuri,49,FEMALE,2021
Kaia,49,FEMALE,2021
Isabel,49,FEMALE,2021
Dina,49,FEMALE,2021
Devorah,49,FEMALE,2021
Laila,49,FEMALE,2019
Lia,49,FEMALE,2019
Mackenzie,49,FEMALE,2018
Vivian,49,FEMALE,2018
Taylor,49,FEMALE,2018
Angela,49,FEMALE,2017
Leila,49,FEMALE,2017
Aniyah,49,FEMALE,2011
Kiara,49,FEMALE,2011
Skylar,49,FEMALE,2011
Mariam,49,FEMALE,2011
Lia,49,FEMALE,2011
Julianna,49,FEMALE,2011
Iris,49,FEMALE,2011
Joanna,49,FEMALE,2016
Malia,49,FEMALE,2016
Jessica,49,FEMALE,2016
Leila,49,FEMALE,2016
Lucia,49,FEMALE,2016
Ana,49,FEMALE,2016
Lillian,49,FEMALE,2015
Arielle,49,FEMALE,2012
Lia,49,FEMALE,2012
Jayla,49,FEMALE,2012
Andrea,49,FEMALE,2012
Nylah,49,FEMALE,2014
Tiffany,49,FEMALE,2014
Kiara,49,FEMALE,2014
Alexis,49,FEMALE,2014
Talia,49,FEMALE,2014
Mya,49,FEMALE,2013
Leslie,49,FEMALE,2013
Bryce,49,MALE,2016
Ari,49,MALE,2016
Wyatt,49,MALE,2016
Tzvi,49,MALE,2016
Felix,49,MALE,2016
Edwin,49,MALE,2013
Zev,49,MALE,2013
Andy,49,MALE,2017
Ezekiel,49,MALE,2017
Felix,49,MALE,2017
Jayceon,49,MALE,2014
Iker,49,MALE,2014
Zev,49,MALE,2014
Tzvi,49,MALE,2014
Landon,49,MALE,2014
Patrick,49,MALE,2014
Bryce,49,MALE,2018
Timothy,49,MALE,2018
Yaakov,49,MALE,2012
Shmuel,49,MALE,2012
Ahmed,49,MALE,2012
Jaiden,49,MALE,2012
Jadiel,49,MALE,2012
Lorenzo,48,MALE,2017
Baila,48,FEMALE,2020
Khloe,48,FEMALE,2021
Mariam,48,FEMALE,2021
Diana,48,FEMALE,2019
Adriana,48,FEMALE,2018
Juliana,48,FEMALE,2018
Melody,48,FEMALE,2017
Amalia,48,FEMALE,2017
Hindy,48,FEMALE,2017
Shaindy,48,FEMALE,2011
Ruby,48,FEMALE,2011
Fatoumata,48,FEMALE,2016
Amber,48,FEMALE,2016
Sasha,48,FEMALE,2016
Lia,48,FEMALE,2016
Andrea,48,FEMALE,2015
Aurora,48,FEMALE,2015
Juliana,48,FEMALE,2015
Joanna,48,FEMALE,2012
Gia,48,FEMALE,2012
Yaretzi,48,FEMALE,2012
Jocelyn,48,FEMALE,2014
Lucia,48,FEMALE,2014
Ariella,48,FEMALE,2014
Christina,48,FEMALE,2014
Destiny,48,FEMALE,2013
Josephine,48,FEMALE,2013
Harper,48,FEMALE,2013
Juliette,48,FEMALE,2013
Juan,48,MALE,2016
Bryson,48,MALE,2016
Judah,48,MALE,2016
Mohammed,48,MALE,2013
Colin,48,MALE,2013
Tzvi,48,MALE,2013
Avraham,48,MALE,2013
Mariam,48,FEMALE,2020
Martin,48,MALE,2017
Ariel,48,MALE,2017
Eliezer,48,MALE,2017
Micah,48,MALE,2014
Jesus,48,MALE,2018
Julius,48,MALE,2018
Kyrie,48,MALE,2015
Alvin,48,MALE,2015
Thiago,48,MALE,2015
Lorenzo,48,MALE,2015
Rayan,48,MALE,2015
Zev,48,MALE,2012
Patrick,48,MALE,2012
Anderson,48,MALE,2012
Alexis,48,MALE,2012
Juan,48,MALE,2019
Jose,48,MALE,2019
Carlos,48,MALE,2019
Solomon,48,MALE,2019
Mohammed,48,MALE,2019
Zion,48,MALE,2011
Randy,48,MALE,2011
Solomon,48,MALE,2011
Prince,48,MALE,2021
Luis,48,MALE,2021
Adriel,48,MALE,2021
Oscar,48,MALE,2021
Edward,48,MALE,2021
Milo,48,MALE,2021
Simon,48,MALE,2021
Karter,48,MALE,2020
Tristan,48,MALE,2020
Matias,48,MALE,2020
Elian,48,MALE,2020
Connor,48,MALE,2020
Landon,48,MALE,2020
Ashton,48,MALE,2020
Mya,47,FEMALE,2015
Ruby,47,FEMALE,2020
Noa,47,FEMALE,2020
Ariella,47,FEMALE,2021
Alma,47,FEMALE,2021
Sadie,47,FEMALE,2021
Toby,47,FEMALE,2021
Valerie,47,FEMALE,2021
Valerie,47,FEMALE,2019
Leila,47,FEMALE,2019
Margot,47,FEMALE,2019
Hindy,47,FEMALE,2019
Devorah,47,FEMALE,2019
Amara,47,FEMALE,2019
Zuri,47,FEMALE,2018
Anaya,47,FEMALE,2018
Faith,47,FEMALE,2018
Kimberly,47,FEMALE,2018
Diana,47,FEMALE,2018
Arielle,47,FEMALE,2018
Amalia,47,FEMALE,2018
Cecilia,47,FEMALE,2018
Sury,47,FEMALE,2018
Alaia,47,FEMALE,2017
Natalia,47,FEMALE,2017
Dina,47,FEMALE,2017
Heaven,47,FEMALE,2011
Danielle,47,FEMALE,2011
Elena,47,FEMALE,2011
Lucy,47,FEMALE,2011
Gia,47,FEMALE,2011
Arielle,47,FEMALE,2016
Phoebe,47,FEMALE,2016
Ellie,47,FEMALE,2016
Shaindy,47,FEMALE,2016
Nylah,47,FEMALE,2015
Molly,47,FEMALE,2015
Ana,47,FEMALE,2015
Nyla,47,FEMALE,2012
Nylah,47,FEMALE,2012
Mariah,47,FEMALE,2012
Fatoumata,47,FEMALE,2014
Jayla,47,FEMALE,2014
Juliet,47,FEMALE,2014
Devorah,47,FEMALE,2014
Emely,47,FEMALE,2013
Sienna,47,FEMALE,2013
Ashton,47,MALE,2016
Adonis,47,MALE,2016
Ahmed,47,MALE,2016
Avraham,47,MALE,2016
Dominic,47,MALE,2016
Cristian,47,MALE,2013
Ahmed,47,MALE,2013
Kaleb,47,MALE,2017
Adonis,47,MALE,2017
Yaakov,47,MALE,2017
Tzvi,47,MALE,2017
Lorenzo,47,MALE,2014
Louis,47,MALE,2014
Josue,47,MALE,2018
Yusuf,47,MALE,2018
Peter,47,MALE,2018
Jeffrey,47,MALE,2015
Avraham,47,MALE,2015
Raymond,47,MALE,2015
Mohammad,47,MALE,2019
Dov,47,MALE,2019
Ari,47,MALE,2019
Zev,47,MALE,2011
Meir,47,MALE,2011
Louis,47,MALE,2011
Allen,47,MALE,2011
Ace,47,MALE,2021
Jaxon,47,MALE,2021
Zayn,47,MALE,2020
Dominic,47,MALE,2020
Milo,47,MALE,2020
Gavin,46,MALE,2018
Brielle,46,FEMALE,2011
Leilani,46,FEMALE,2011
Rose,46,FEMALE,2011
Chava,46,FEMALE,2011
Paige,46,FEMALE,2011
Alicia,46,FEMALE,2011
Maryam,46,FEMALE,2016
Alexis,46,FEMALE,2016
Devorah,46,FEMALE,2016
Gabrielle,46,FEMALE,2016
Makayla,46,FEMALE,2015
Fatoumata,46,FEMALE,2012
Talia,46,FEMALE,2012
Morgan,46,FEMALE,2012
Juliana,46,FEMALE,2012
Hazel,46,FEMALE,2020
Nyla,46,FEMALE,2014
Andrea,46,FEMALE,2014
Toby,46,FEMALE,2014
Aisha,46,FEMALE,2014
Anaya,46,FEMALE,2013
Eleanor,46,FEMALE,2013
Giselle,46,FEMALE,2013
Greyson,46,MALE,2016
Riley,46,MALE,2013
Jaxson,46,MALE,2017
Zayn,46,MALE,2017
Albert,46,MALE,2017
Sean,46,MALE,2017
Ahmed,46,MALE,2017
Malachi,46,MALE,2014
Avery,46,MALE,2014
Martin,46,MALE,2014
Yaakov,46,MALE,2014
Jaxon,46,MALE,2014
Rayan,46,MALE,2018
Harrison,46,MALE,2018
Toby,46,FEMALE,2017
August,46,MALE,2018
Finn,46,MALE,2018
Lukas,46,MALE,2015
Meir,46,MALE,2015
Kai,46,MALE,2012
Frank,46,MALE,2012
Josue,46,MALE,2012
Chris,46,MALE,2012
Prince,46,MALE,2019
Bryan,46,MALE,2019
Elian,46,MALE,2019
August,46,MALE,2019
Bryce,46,MALE,2019
Mohammad,46,MALE,2011
Prince,46,MALE,2011
Frank,46,MALE,2011
Dov,46,MALE,2011
Milan,46,MALE,2021
Bryson,46,MALE,2021
Aidan,46,MALE,2021
Roman,46,MALE,2021
Ari,46,MALE,2021
Cairo,46,MALE,2020
Luis,46,MALE,2020
Peter,46,MALE,2020
Theo,46,MALE,2020
Raizy,46,FEMALE,2020
Khloe,46,FEMALE,2019
Valeria,46,FEMALE,2018
Maryam,46,FEMALE,2018
Isla,46,FEMALE,2018
Zara,46,FEMALE,2018
Jasmine,46,FEMALE,2018
Amanda,46,FEMALE,2017
Sarai,46,FEMALE,2017
Mackenzie,46,FEMALE,2017
Nina,46,FEMALE,2017
Shaya,45,MALE,2021
Micah,45,MALE,2021
Mohammad,45,MALE,2020
Ayaan,45,MALE,2020
Kaleb,45,MALE,2020
Rayan,45,MALE,2020
Shmuel,45,MALE,2020
Mark,45,MALE,2020
Eliezer,45,MALE,2020
Richard,45,MALE,2020
Yusuf,45,MALE,2020
Audrey,45,FEMALE,2011
Amalia,45,FEMALE,2020
Vivian,45,FEMALE,2020
Nevaeh,45,FEMALE,2021
Jade,45,FEMALE,2021
Eliza,45,FEMALE,2021
Josephine,45,FEMALE,2021
Arianna,45,FEMALE,2021
Ariel,45,FEMALE,2019
Alexa,45,FEMALE,2019
Alessia,45,FEMALE,2019
Hazel,45,FEMALE,2019
Shaindy,45,FEMALE,2019
Sadie,45,FEMALE,2019
Lillian,45,FEMALE,2019
Clara,45,FEMALE,2019
Chany,45,FEMALE,2019
Harmony,45,FEMALE,2018
Khloe,45,FEMALE,2018
Juliet,45,FEMALE,2018
Lila,45,FEMALE,2018
Hindy,45,FEMALE,2018
Joanna,45,FEMALE,2018
Angela,45,FEMALE,2018
Faith,45,FEMALE,2017
Iris,45,FEMALE,2017
Valeria,45,FEMALE,2011
Brooke,45,FEMALE,2011
Nia,45,FEMALE,2016
Mya,45,FEMALE,2016
Sydney,45,FEMALE,2016
Lila,45,FEMALE,2016
Chany,45,FEMALE,2016
Amanda,45,FEMALE,2015
Paige,45,FEMALE,2015
Julianna,45,FEMALE,2015
Molly,45,FEMALE,2012
Madeleine,45,FEMALE,2012
Baila,45,FEMALE,2012
Amina,45,FEMALE,2012
Lucia,45,FEMALE,2012
Skyla,45,FEMALE,2012
Paris,45,FEMALE,2012
Juliette,45,FEMALE,2012
Liliana,45,FEMALE,2012
Katelyn,45,FEMALE,2012
Aylin,45,FEMALE,2014
Athena,45,FEMALE,2014
Ariella,45,FEMALE,2013
Lorenzo,45,MALE,2016
Zev,45,MALE,2016
Mohammed,45,MALE,2016
Jaxson,45,MALE,2016
Ayaan,45,MALE,2013
Lorenzo,45,MALE,2013
Raymond,45,MALE,2013
Bryce,45,MALE,2013
Ayaan,45,MALE,2017
Alejandro,45,MALE,2017
August,45,MALE,2017
Bryce,45,MALE,2014
Shulem,45,MALE,2014
Lukas,45,MALE,2014
Yakov,45,MALE,2014
Ayaan,45,MALE,2018
Jaxson,45,MALE,2018
Jadiel,45,MALE,2015
Edwin,45,MALE,2015
King,45,MALE,2012
Colin,45,MALE,2012
Avraham,45,MALE,2012
Connor,45,MALE,2019
Eduardo,45,MALE,2011
Yaakov,45,MALE,2011
Ashton,45,MALE,2011
Ivan,45,MALE,2021
Vanessa,44,FEMALE,2015
Kimberly,44,FEMALE,2020
Dina,44,FEMALE,2020
Chany,44,FEMALE,2020
Daniela,44,FEMALE,2021
Mackenzie,44,FEMALE,2019
Aubrey,44,FEMALE,2019
Sarai,44,FEMALE,2018
Yitty,44,FEMALE,2018
Kimberly,44,FEMALE,2017
Catherine,44,FEMALE,2017
Sydney,44,FEMALE,2017
Josephine,44,FEMALE,2017
Ana,44,FEMALE,2017
Gabriela,44,FEMALE,2017
Adrianna,44,FEMALE,2011
Devorah,44,FEMALE,2011
Makayla,44,FEMALE,2016
Kaitlyn,44,FEMALE,2016
Morgan,44,FEMALE,2015
Gabrielle,44,FEMALE,2015
Anaya,44,FEMALE,2020
Arielle,44,FEMALE,2015
Dina,44,FEMALE,2012
Chany,44,FEMALE,2012
Aniyah,44,FEMALE,2012
Anaya,44,FEMALE,2014
Nevaeh,44,FEMALE,2014
Skyla,44,FEMALE,2014
Sydney,44,FEMALE,2014
Cecilia,44,FEMALE,2014
Beatrice,44,FEMALE,2014
Giselle,44,FEMALE,2014
Ana,44,FEMALE,2014
Fatoumata,44,FEMALE,2013
Delilah,44,FEMALE,2013
Paige,44,FEMALE,2013
Brooke,44,FEMALE,2013
Christina,44,FEMALE,2013
Hamza,44,MALE,2016
Yusuf,44,MALE,2016
Santiago,44,MALE,2013
Marco,44,MALE,2013
Albert,44,MALE,2015
Mohammad,44,MALE,2021
Kaiden,44,MALE,2020
Enzo,44,MALE,2017
Ari,44,MALE,2017
Jadiel,44,MALE,2014
Matteo,44,MALE,2013
Noel,44,MALE,2014
Maximus,44,MALE,2014
Milan,44,MALE,2014
Raymond,44,MALE,2018
Louis,44,MALE,2018
Shaya,44,MALE,2018
Maximus,44,MALE,2018
Santiago,44,MALE,2015
Blake,44,MALE,2015
Mohammed,44,MALE,2021
Declan,44,MALE,2015
Zev,44,MALE,2015
Eliyahu,44,MALE,2015
Landon,44,MALE,2015
Amari,44,MALE,2012
Malachi,44,MALE,2017
Avery,44,MALE,2012
Randy,44,MALE,2012
Manuel,44,MALE,2012
Rayan,44,MALE,2019
Jeffrey,44,MALE,2011
Shmuel,44,MALE,2011
Bradley,44,MALE,2013
Angelo,44,MALE,2011
Diego,44,MALE,2021
Wesley,44,MALE,2021
Solomon,43,MALE,2016
Yaakov,43,MALE,2016
Roman,43,MALE,2016
Messiah,43,MALE,2013
Jeffrey,43,MALE,2013
Chris,43,MALE,2013
Noel,43,MALE,2013
Avery,43,MALE,2017
Jadiel,43,MALE,2017
Bradley,43,MALE,2014
Declan,43,MALE,2014
Wyatt,43,MALE,2014
Juan,43,MALE,2018
Richard,43,MALE,2018
Simon,43,MALE,2018
Arthur,43,MALE,2018
Ariel,43,MALE,2015
Harrison,43,MALE,2012
Bryce,43,MALE,2012
Giovanni,43,MALE,2019
Shulem,43,MALE,2019
Shawn,43,MALE,2011
Landon,43,MALE,2011
Eric,43,MALE,2021
Carlos,43,MALE,2020
Myles,43,MALE,2020
Preston,43,MALE,2015
Fatoumata,43,FEMALE,2020
Melanie,43,FEMALE,2020
Esty,43,FEMALE,2020
Kehlani,43,FEMALE,2021
Ashley,43,FEMALE,2021
Sury,43,FEMALE,2021
Chany,43,FEMALE,2021
Delilah,43,FEMALE,2021
Nyla,43,FEMALE,2019
Daniela,43,FEMALE,2019
Toby,43,FEMALE,2019
Nyla,43,FEMALE,2018
Nevaeh,43,FEMALE,2018
Aliyah,43,FEMALE,2018
Rebecca,43,FEMALE,2018
Nevaeh,43,FEMALE,2017
Noa,43,FEMALE,2017
Lucia,43,FEMALE,2011
Sadie,43,FEMALE,2011
Rivky,43,FEMALE,2011
Morgan,43,FEMALE,2016
Rebecca,43,FEMALE,2016
Madelyn,43,FEMALE,2016
Yitty,43,FEMALE,2012
Harper,43,FEMALE,2012
Sadie,43,FEMALE,2014
Zara,43,FEMALE,2013
Nylah,43,FEMALE,2013
Andrea,43,FEMALE,2013
Morgan,43,FEMALE,2013
Edwin,43,MALE,2016
Allen,43,MALE,2016
Eloise,42,FEMALE,2014
Isabel,42,FEMALE,2020
Margot,42,FEMALE,2020
Goldy,42,FEMALE,2020
Diana,42,FEMALE,2021
Caroline,42,FEMALE,2021
Sarai,42,FEMALE,2019
Kimberly,42,FEMALE,2019
Esty,42,FEMALE,2019
Chava,42,FEMALE,2019
Ariah,42,FEMALE,2018
Jayla,42,FEMALE,2018
Catherine,42,FEMALE,2018
Noa,42,FEMALE,2018
Mindy,42,FEMALE,2018
Margaret,42,FEMALE,2018
Caroline,42,FEMALE,2018
Stephanie,42,FEMALE,2018
London,42,FEMALE,2017
Aliyah,42,FEMALE,2017
Liana,42,FEMALE,2017
Madelyn,42,FEMALE,2017
Adele,42,FEMALE,2017
Baila,42,FEMALE,2017
Nylah,42,FEMALE,2011
Anastasia,42,FEMALE,2016
